
ATL,1,0,1,1,0,1,0,1,1,1,1,0,0,0.5,1,1
ATL,0.5,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
ATL,1,0.5,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1
ATL,0.5,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
ATL,1,1,0,0,0,1,0,1,1,1,1,0,1,0.5,0,0
ATL,0.5,0,0,1,0,0.5,0,0,1,0,0,0,1,0.5,0,0
0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5
ATL,1,0,1,1,0,1,0,1,1,1,1,0,0,0.5,1,1
ATL,0.5,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
ATL,1,0.5,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1
ATL,0.5,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
ATL,1,1,0,0,0,1,0,1,1,1,1,0,1,0.5,0,0
ATL,0.5,0,0,1,0,0.5,0,0,1,0,0,0,1,0.5,0,0
ATL,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0.0,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.7142857142857143,1.0,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.75
ATL,1,0,1,1,0,1,0,1,1,1,1,0,0,0.5,1,1
ATL,0.5,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
ATL,1,0.5,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1
ATL,0.5,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
ATL,1,1,0,0,0,1,0,1,1,1,1,0,1,0.5,0,0
ATL,0.5,0,0,1,0,0.5,0,0,1,0,0,0,1,0.5,0,0
ATL,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0.0,0.8571428571428571,0.42857142857142855,1.1428571428571428,1.1428571428571428,0.7142857142857143,0.7142857142857143,1.1428571428571428,1.1428571428571428,1.5714285714285714,1.1428571428571428,1.5714285714285714,1.1428571428571428,1.1428571428571428,0.7142857142857143,1.0357142857142856
ATL,1,0,1,1,0,1,0,1,1,1,1,0,0,0.5,1,1
ATL,0.5,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
ATL,1,0.5,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1
ATL,0.5,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
ATL,1,1,0,0,0,1,0,1,1,1,1,0,1,0.5,0,0
ATL,0.5,0,0,1,0,0.5,0,0,1,0,0,0,1,0.5,0,0
ATL,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0.0,1.2857142857142858,0.7142857142857143,1.7142857142857142,1.7142857142857142,1.1428571428571428,1.1428571428571428,1.7142857142857142,1.7142857142857142,2.2857142857142856,1.7142857142857142,2.2857142857142856,1.7142857142857142,1.7142857142857142,1.1428571428571428,1.3928571428571428
